"","Name","slide","Group","dense_168","inception_res_389","inception_1150","inception_res_337","inception_res_454","dense_409","resnet_838","vgg_483","resnet_481","resnet_1848","dense_257","dense_236","dense_318","dense_352","dense_400","dense_133","vgg_27","inception_res_1232","inception_res_433","dense_596","dense_479","dense_725","resnet_2002","dense_52","inception_res_1268","vgg_264","dense_143","dense_311","dense_365","resnet_475","dense_447","inception_res_423","dense_382","inception_res_257","dense_714","dense_34","dense_368","vgg_335","dense_135","vgg_247","data"
"14","201405619 DIFF.ndpi.h21.jpg","201405619","DIFF",0.002185501,0.6481631,0.008009369,0.052623857,0.22002345,2.0819075,0.0035823316,0.09277632,0.052272163,0.0010174051,0.28872678,0.023001235,0.0011168928,0.0026720432,0.01353807,0.12078056,0.055722788,0.04966918,0.7623166,0.10831344,0.002084301,0.27446598,2.5061593,0.030486312,0.17183979,0.3378808,0.30929983,0.0015257472,0.01367759,0.021406753,0.60822695,1.0938455,0.0014667674,0.7841156,1.0805402,0.45432955,0.03290372,0.08757689,0.059763514,0.01694434,"Discovery"
"15","201405619 DIFF.ndpi.h22.jpg","201405619","DIFF",0.0023690858,0.20091064,0,0.14124998,0.026778542,1.4857715,0,0.104949094,0.049217958,0,0.23865975,0.024582023,0.0009472447,0.0026210193,0.0062551103,0.11341893,0.034965385,0.17443725,0.53438467,0.8842432,0.0038313516,0.33682197,2.600891,0.029263297,0.20839186,0.22367147,0.040713955,0.0011957654,0.016343815,0.016167805,0.49888963,0.55449355,0.0007064701,0.15894671,0.20343076,0.7413,0.026270906,0.31414202,0.13399939,0.17315717,"Discovery"
"16","201405619 DIFF.ndpi.h23.jpg","201405619","DIFF",0.003963332,0.28529462,0.3519681,0.2363254,0.07103426,1.1128286,0.002144906,0.074588224,0.06536958,0.0036196467,0.15615211,0.026798263,0.0005798029,0.001693041,0.010690434,0.19811535,0.044797357,0.08636339,0.6639585,0.90676594,0.0011747808,0.5150099,2.7767804,0.030729769,0.07271624,0.2790044,0.09252681,0.0014823952,0.011290777,0.017237592,0.39196268,0.89709014,0.00059658487,0.7902622,0.17467174,1.0466611,0.015238738,0.078022696,0.2402691,0.013610971,"Discovery"
"17","201405619 DIFF.ndpi.h24.jpg","201405619","DIFF",0.0018503194,0.120297186,0,0.80248207,0,3.5609694,0.0002314947,0.17873454,0.05794834,0.0010089363,0.33268574,0.0217551,0.0012241082,0.0025217289,0.0118802,0.088338785,0.0320294,0.43138286,0.31674516,0.13798548,0.005291072,2.6570222,2.6114967,0.03552411,0.85935044,0.28890067,0.0075043403,0.00056731823,0.010825793,0.012787858,0.54468435,0.1830759,0.0010608243,1.3675522,0.059139986,0.5994229,0.024300005,0.3153786,0.060286947,0.021037664,"Discovery"
"18","201405619 DIFF.ndpi.h25.jpg","201405619","DIFF",0.0042040767,0.15918855,0.027513418,0.13687143,0.32201496,0.7381795,0,0.09891777,0.05293209,0.00089502335,0.23791623,0.022333367,0.0007435468,0.0029641523,0.008601482,0.21605949,0.010162894,0.1786274,0.29794192,0.5017302,0.0039355066,0.027809042,2.6840484,0.022635387,0.036270473,0.14063853,0.1835918,0.0012730061,0.015076286,0.01706709,0.41955495,0.4626744,0.0009184694,0.4530603,0.08569041,0.7266924,0.021224992,0.53576195,0.19470172,0.1407029,"Discovery"
"19","201405619 DIFF.ndpi.h26.jpg","201405619","DIFF",0.002989769,0.72952163,0.24526972,0.93680716,0.021758242,0.8988796,0,0.034625623,0.057360906,0.0006915428,0.16874662,0.016871748,0.0006087955,0.0020548867,0.0065245344,0.19751315,0.094817616,0.25663796,0.65724397,1.8721658,0.0023721713,0.46319428,2.6213064,0.026097633,0.38256684,0.18481933,0.2168818,0.0013343765,0.011628217,0.017853858,0.5119358,0.8165524,0.00048153638,0.47525406,0.10691817,0.6717433,0.025345867,0.2051955,0.22976659,0.02404847,"Discovery"
"20","201405619 DIFF.ndpi.h27.jpg","201405619","DIFF",0.002074733,0.44400623,0.27575818,0.046702143,0.25598633,2.1881683,0.0011921804,0.105229475,0.059047762,0.002128409,0.36897138,0.0256924,0.0012477217,0.0022952962,0.008800025,0.09928703,0.03292862,0.26888362,0.21425137,0.28308576,0.002443096,0.5263871,2.605152,0.03839961,0.28899214,0.27949235,0.10022231,0.0009857591,0.010644071,0.018027568,0.4609975,0.22090696,0.0007953696,0.04355974,0.17144056,0.65788776,0.03526517,0.13579313,0.1485341,0.15383394,"Discovery"
"21","201405619 DIFF.ndpi.h28.jpg","201405619","DIFF",0.0020335568,0.038395643,0,0.07492611,0.001876874,2.005834,0.0033245378,0.09669771,0.053639043,0.001912645,0.41474023,0.023401571,0.0011193336,0.0026103705,0.012564152,0.14871936,0.04901787,0.0011333257,0.16885565,0.18672246,0.0032189218,0,2.5476604,0.032679312,0.030793872,0.25560337,0.18054269,0.0014379998,0.011511226,0.018634668,0.67564213,1.1242077,0.0016180123,0.13991731,0.7476352,0.45898554,0.025186459,0.019101327,0.06748492,0.020021532,"Discovery"
"22","201405619 DIFF.ndpi.h29.jpg","201405619","DIFF",0.002222883,0.6945331,0,0.038289662,0.22632463,0.8885502,0,0.054692622,0.047850464,0,0.1742789,0.022361344,0.00087917456,0.002350521,0.010968811,0.1042668,0.043100927,0.31382218,1.0577421,0.26902008,0.0017425413,0.20533551,2.4846044,0.02981034,0.16337845,0.3359978,0.08611911,0.0016902413,0.01521616,0.019394325,0.4891875,1.5371187,0.001027646,0.50323856,0.7404492,0.83448,0.039436657,0.10527295,0.19407742,0.0061850366,"Discovery"
"23","201405619 DIFF.ndpi.h3.jpg","201405619","DIFF",0.0019704455,0.31866488,0.052619282,0.020377927,0.1805176,2.4301622,0.000104315426,0.159777,0.057740558,0.0021895778,0.2812396,0.02494288,0.0015586854,0.0030169648,0.011232925,0.154533,0.02574943,0.20098019,0.56556094,0.14879952,0.0023678239,1.3361591,2.6003282,0.03877678,0.15098757,0.33790866,0.055831872,0.0010463888,0.0068525765,0.015430799,0.36376548,0.74704915,0.0005459315,0.13322663,0.22347319,0.58296996,0.03060131,0.21802634,0.06519606,0.08241564,"Discovery"
"24","201405619 DIFF.ndpi.h30.jpg","201405619","DIFF",0.0042675887,0.46785283,0.16519071,0.32472464,0.29135236,0.69816047,0.001035486,0.08041785,0.06689187,0.001675905,0.11190834,0.027690552,0.00051283336,0.0020075813,0.010164132,0.22145899,0.025105545,0.42400956,0.40473115,0.7196564,0.002292225,0.5664973,2.7357948,0.021396644,0.15627111,0.25525862,0.12368381,0.001566506,0.016334012,0.014990935,0.4770884,1.0656595,0.00078593637,0.5252971,0.12572804,0.69223154,0.013574178,0.12566082,0.25321075,0.010329488,"Discovery"
"25","201405619 DIFF.ndpi.h31.jpg","201405619","DIFF",0.002680961,0.5749905,0.15437731,0.1364593,0.5151324,1.1043677,0,0.116963446,0.044212997,0,0.07796615,0.02017318,0.0007391369,0.0019618142,0.009070238,0.24715073,0.09548056,0.33746928,1.3659462,1.120517,0.0018757449,0.036776625,2.5705454,0.022645399,0.22858086,0.34568557,0.22458313,0.0016655454,0.018281652,0.012856209,0.52701527,1.3705772,0.0007245699,1.2994102,0.21301351,0.94502723,0.022075536,0.13571511,0.28200018,0.050291557,"Discovery"
"26","201405619 DIFF.ndpi.h32.jpg","201405619","DIFF",0.0024779458,0.2554744,0.0043730005,0.16522633,0,1.1320871,0,0.049447965,0.041198153,0,0.16045104,0.018244864,0.0007001616,0.0023102404,0.010418779,0.10449728,0.0314125,0.049670305,0.5085745,0.1812636,0.0013341194,0.32753232,2.5044308,0.029998595,0.010831147,0.42804265,0.18661892,0.001413221,0.015075746,0.015332889,0.59849083,1.5591474,0.0014091722,0.51349616,0.45631537,0.7104154,0.03176893,0.030309297,0.14515282,0.006571597,"Discovery"
"27","201405619 DIFF.ndpi.h33.jpg","201405619","DIFF",0.0013109081,0.016486876,0.40877524,0.31403306,0,3.0620737,0.004001355,0.15679723,0.065065,0.0044331015,0.35033038,0.024690438,0.0016428098,0.0024486575,0.010835822,0.06578864,0.057966184,0.2606055,1.4186485,0.13544498,0.005855902,2.627702,2.63681,0.03527925,0.69821787,0.29283068,0.049433775,0.000765192,0.011003033,0.015397157,0.44607088,0.6415615,0.00088818115,0.054734454,0.39377743,0.50701153,0.043283753,0.1853716,0.114093184,0.027545288,"Discovery"
"28","201405619 DIFF.ndpi.h34.jpg","201405619","DIFF",0.0039046688,0.07843373,0.27248895,0.10621007,0.07419727,1.2290031,0.0021550558,0.111478925,0.061813254,0.0022975304,0.280193,0.021467997,0.0008787727,0.0026270193,0.007849308,0.18276003,0.030239385,0,0.3128507,0.2888425,0.0026316028,0.04585597,2.6347985,0.032378774,0.012097326,0.22564416,0.020841287,0.0015073387,0.007641223,0.012987368,0.5311238,1.3754495,0.0010973468,0.16144557,0.24025461,0.90734386,0.017476691,0.21825477,0.21264908,0.06091668,"Discovery"
"29","201405619 DIFF.ndpi.h35.jpg","201405619","DIFF",0.0026399426,0.011017868,0.009499561,0.2693508,0.017521882,1.9249262,0.0016778051,0.012902746,0.053006075,0.0020350048,0.31707284,0.02362399,0.001345562,0.0026684473,0.012836976,0.11575812,0.046416406,0.009936172,0.22039743,0.21072547,0.0018913593,0.14344053,2.5104012,0.03291474,0.0037941409,0.3690594,0.2833042,0.0015024359,0.01453433,0.021216178,0.5836391,1.3253992,0.0012774224,0.19927102,1.0411847,0.6298254,0.04463627,0.0053718286,0.06337568,0.00705392,"Discovery"
"30","201405619 DIFF.ndpi.h36.jpg","201405619","DIFF",0.0014309944,0.018585019,0.001851232,0.036865816,0,3.3839169,0.00027857508,0.18200468,0.06314273,0.0028251458,0.37712336,0.021253314,0.0017797006,0.002428645,0.011470162,0.05910568,0.07658799,0.10011366,0.6251411,0.16902573,0.0055384478,2.557787,2.5889173,0.040051237,0.73253363,0.31906208,0.048654567,0.000733076,0.014362041,0.016915334,0.64436394,0.44304326,0.0009311592,0.36404315,0.17692877,0.40562627,0.027236294,0.29971227,0.06710558,0.014958616,"Discovery"
"31","201405619 DIFF.ndpi.h37.jpg","201405619","DIFF",0.0030018152,0.3448682,0.60658145,0.31714496,0.19092104,1.1192486,0,0.068307996,0.056026302,0,0.23311947,0.021368502,0.0010547389,0.0024423476,0.011545361,0.14312956,0.06499322,0.14539,1.0499275,0.5595188,0.0033882104,0.22721444,2.702413,0.029452039,0.62260795,0.24665388,0.15475844,0.0010585322,0.010325725,0.019819437,0.5239012,0.4336286,0.0016820162,0.43992937,0.065078,0.84178144,0.050122116,0.13620576,0.27490428,0.030567612,"Discovery"
"32","201405619 DIFF.ndpi.h38.jpg","201405619","DIFF",0.0025721274,0.9977753,0.06609406,0.321754,0.1787334,1.7769115,0.00029457346,0.08628696,0.05248809,0,0.34275484,0.021427711,0.0011889504,0.0024330409,0.013801822,0.14397247,0.016051652,0.339148,1.9169855,0.2618417,0.0036109784,0.1959957,2.4815989,0.037646744,0.39560223,0.33779174,0.064525016,0.0013991365,0.011911576,0.024812939,0.47347388,1.1850486,0.001239286,0.1709447,0.45005903,0.43237975,0.03997554,0.11330512,0.049975112,0.12714417,"Discovery"
"33","201405619 DIFF.ndpi.h39.jpg","201405619","DIFF",0.0035001142,0.55932045,0.17494124,0.61355513,0.10343775,1.1460781,0,0.06529817,0.04743961,0.0021237377,0.13028505,0.023877198,0.0005352146,0.0024392551,0.0066602686,0.17835425,0.06059516,0.20926423,0.57017326,0.11822555,0.0019842195,0.0251901,2.6818564,0.02538825,0.010515925,0.16267063,0.02869103,0.0012082972,0.010998087,0.010815567,0.44071084,0.6402706,0.00036497548,1.0059353,0.02087992,0.7549817,0.022362432,0.2681072,0.23542531,0.024182234,"Discovery"
"34","201405619 DIFF.ndpi.h4.jpg","201405619","DIFF",0.00248078,0.010206078,0.008199816,0.028067037,0.0032035552,2.1685855,0.0015142888,0.13148476,0.051334042,0.0021180012,0.34501776,0.02382697,0.0010794447,0.002072935,0.009312629,0.14131275,0.020665227,0,0.29431075,0.17014942,0.0036218304,0.23297973,2.5363758,0.045656156,0,0.36267912,0.13320765,0.0012493912,0.0100878505,0.017818183,0.450105,0.5581234,0.00069193286,0.05944363,0.0006190733,0.71686333,0.03527307,0.18711594,0.11878704,0.13698032,"Discovery"
"35","201405619 DIFF.ndpi.h40.jpg","201405619","DIFF",0.0021760222,0.20404297,0.9679704,0.06273709,0.076606005,2.41229,0.0036500278,0.13468653,0.05521271,0.00012891876,0.27911818,0.024957538,0.0013504641,0.0024418423,0.0103840865,0.14820345,0.029849086,0.050064806,1.0002807,0.29839733,0.0026904026,0.19852066,2.6044822,0.037398443,0.07874464,0.30011258,0.1049791,0.0007046332,0.008258224,0.01768561,0.4539555,0.66560155,0.0005618923,0.2876868,0.036597803,0.68913627,0.03041129,0.16229084,0.061585866,0.07120398,"Discovery"
"36","201405619 DIFF.ndpi.h41.jpg","201405619","DIFF",0.002037095,0.014771707,0.061207343,0.0018723432,0,2.711743,4.7177684e-05,0.15216911,0.053432927,0.0015374009,0.28507397,0.024015835,0.0019772197,0.0024318567,0.011835525,0.13011375,0.045903895,0.028624171,0.16868128,0.25102594,0.001616941,0.37886733,2.5859046,0.041316155,0.118733056,0.40170112,0.03624164,0.0014723332,0.009928424,0.015351531,0.46090204,1.1223512,0.00058885943,0.24896726,0.76974636,0.65258455,0.03766434,0.09484657,0.10343129,0.07601922,"Discovery"
"37","201405619 DIFF.ndpi.h42.jpg","201405619","DIFF",0.0012841474,0.13283437,0.11656024,0,0,3.4898844,0.005005681,0.16154303,0.07992228,0.00451133,0.37883878,0.022994056,0.0015402497,0.0024536338,0.010668402,0.06981125,0.0024977557,0.020153865,1.3918463,0.069270395,0.0032634693,0.6366146,2.7457907,0.03106797,0.055999972,0.25885466,0.0055508614,0.0005153852,0.015726266,0.012916191,0.6215801,0.22087075,0.001429527,0.114237785,0.38458735,0.3091079,0.01920872,0.059045773,0.060162764,0,"Discovery"
"38","201405619 DIFF.ndpi.h43.jpg","201405619","DIFF",0.0025089679,0.39807603,0.20341,0.10352948,0.11141905,1.0867488,0,0.10264721,0.049401224,0,0.10020136,0.021519845,0.00069792743,0.0023425017,0.008642807,0.1640734,0.027982427,0.062257834,0.62410945,0.7932304,0.0011207454,0.40202144,2.7092488,0.031693302,0.23804706,0.34649986,0.15194318,0.0014468423,0.01084327,0.0121953,0.45996767,1.5894454,0.0008487564,1.1737331,0.28462973,1.1395352,0.023153275,0.027714223,0.27198505,0.02244041,"Discovery"
"39","201405619 DIFF.ndpi.h44.jpg","201405619","DIFF",0.0021321012,0.044848453,0,0.022116838,0,2.664463,0.0054380065,0.14731854,0.06339147,0.0020653277,0.31424442,0.03132274,0.0014476423,0.0031500468,0.011039407,0.0920542,0.029811326,0.0012521979,0.14177051,0.3690423,0.0036790562,0,2.5430212,0.032738835,0.070704415,0.29594526,0.18079178,0.0014925213,0.013416962,0.019481355,0.5887239,0.7846807,0.0010361192,0.056985736,0.5865073,0.57295936,0.016144508,0.061599113,0.06417913,0.039699815,"Discovery"
"40","201405619 DIFF.ndpi.h45.jpg","201405619","DIFF",0.0037235839,0.11618719,0.57590926,0.41988277,0.00049289165,1.0333868,0,0.120115355,0.049199644,0,0.1739135,0.025544478,0.00077508093,0.0021253536,0.009087273,0.256184,0.033836085,0.035585303,0.34156898,0.31693107,0.0035862995,2.319471,2.6389198,0.026173448,0.51253587,0.2540553,0.0788617,0.0014297133,0.010583203,0.017106134,0.3514273,0.41134503,0.0006382422,0.35434854,0.23210767,0.8672233,0.040368225,0.2803224,0.2269317,0.17968297,"Discovery"
"41","201405619 DIFF.ndpi.h46.jpg","201405619","DIFF",0.0023011547,0.6250321,0.2624587,0.2633228,0.25724798,1.2869762,0,0.07650242,0.034086302,0,0.23238699,0.018624788,0.00075628044,0.0018204636,0.0118481545,0.107182406,0.03681654,0.06927726,1.78519,0.6659819,0.0022307546,0.31219417,2.457948,0.02790033,0.06224588,0.34934467,0.32093304,0.0014883602,0.015715394,0.014115088,0.5773456,1.4454607,0.0013370366,0.654526,0.39035732,0.61851686,0.034999885,0.020053037,0.15463892,0.020732474,"Discovery"
"42","201405619 DIFF.ndpi.h47.jpg","201405619","DIFF",0.0046627377,0.032067604,0.14135075,0.47827438,0.0059178383,1.003382,0,0.12445204,0.060582127,0,0.26268855,0.032345146,0.00062497734,0.0026403703,0.007794664,0.20594484,0.037864998,0.10828354,0.16920988,0.21656287,0.0041742516,1.5436865,2.7013805,0.026560131,0.22005914,0.22650115,0.10072033,0.0010240857,0.015361504,0.014213674,0.47269097,1.0719048,0.0013638018,0.4525445,0.055778805,1.0837755,0.03774265,0.67815673,0.15746802,0.5136063,"Discovery"
"43","201405619 DIFF.ndpi.h48.jpg","201405619","DIFF",0.0036427157,0.5265781,0.113155544,0.4582302,0.47881863,0.8523397,0,0.099332936,0.0460902,0,0.12453213,0.025225231,0.00044892577,0.0019771215,0.009190838,0.168732,0.072534986,0.51693195,0.8112526,1.0482111,0.0023495036,0.2392528,2.7144346,0.015682422,0.054521117,0.22980118,0.081903204,0.0015025731,0.017203018,0.006590252,0.4298171,1.1369327,0.0011162595,1.0063982,0.048469562,0.7806233,0.013252694,0.10553855,0.20934436,0.017437909,"Discovery"
"44","201405619 DIFF.ndpi.h49.jpg","201405619","DIFF",0.0026471505,0.23461233,0.050981402,0.23547533,0.091711216,1.395605,0,0.077634215,0.057330195,0.0031843209,0.17328872,0.027168058,0.00076315034,0.0022288326,0.0068458016,0.14267033,0.04318399,0.10817769,0.52674687,0.4280562,0.0036436736,0.024531052,2.713687,0.03073503,0.015573786,0.18436049,0.017480638,0.0012108003,0.00717527,0.0125638535,0.3433285,0.4678386,0.00070040603,0.48698196,0.0891878,0.5566399,0.034698118,0.5333724,0.16319522,0.13625659,"Discovery"
"45","201405619 DIFF.ndpi.h5.jpg","201405619","DIFF",0.0023059582,0.37469956,0.30465662,0.040070504,0.067612335,1.3746059,0,0.0603104,0.05573231,0,0.23739134,0.021101506,0.0009808872,0.0023673666,0.005915645,0.1306324,0.120390706,0.06792388,1.3373219,0.57616806,0.0010276359,0.8645571,2.6186745,0.03145432,0.19514629,0.49149203,0.0734126,0.0014299637,0.019861134,0.01303059,0.5930774,0.943907,0.0010387975,0.22140639,0.6233593,0.78735495,0.021323392,0.024600876,0.19082107,0.019426633,"Discovery"
"46","201405619 DIFF.ndpi.h50.jpg","201405619","DIFF",0.001799027,0.57406175,0.016981333,0.0052005257,0.07240555,1.4893136,0,0.07408577,0.04706243,0,0.23972684,0.01932678,0.00096536014,0.0024867975,0.005460516,0.18099795,0.050135452,0.23453517,0.72602725,0.068376094,0.00044960008,0.61139506,2.5384684,0.036611877,0.15115242,0.5453297,0.08649282,0.0012854702,0.01747321,0.011358607,0.55102634,0.6430801,0.0008460536,0.7435853,0.46709502,0.7360131,0.027504867,0.028839724,0.17762841,0.026556525,"Discovery"
"47","201405619 DIFF.ndpi.h51.jpg","201405619","DIFF",0.0027616504,0.17239207,0.28752297,0.24338035,0.0026176614,2.316172,0.0012488608,0.12214653,0.06791554,0.003602512,0.39824206,0.030095965,0.0011211373,0.0022360417,0.009576183,0.24033044,0.022198414,0.00095908076,0.3364514,0.01356592,0.0012948209,1.1744894,2.6614492,0.043193642,0.0045637502,0.3446138,0.069050565,0.00053663657,0.009306803,0.011560576,0.49073526,0.5310718,0.0016062314,0.40839276,0.028849533,0.3573767,0.019083295,0.20251247,0.075025976,0.019254785,"Discovery"
"48","201405619 DIFF.ndpi.h6.jpg","201405619","DIFF",0.001689719,0.015308946,0,0.027653517,0.0040770336,2.174976,0,0.09217309,0.055944853,0.0027659403,0.30935585,0.021466527,0.0013530821,0.0029727637,0.012389321,0.091538854,0.011543663,0,0.24796768,0.23728396,0.0026087395,0.23930074,2.5123188,0.03437984,0.0032697218,0.46625325,0.1863615,0.0013407955,0.013359703,0.014152668,0.5926688,1.046446,0.0010322545,0.21501659,0.4036753,0.54446393,0.030714756,0.053362384,0.05931408,0.03436765,"Discovery"
